County,State,Popul,PopDen,PopChg%,Hispan%,Under5%,Age65-75%,Black%,Asian%,BirthRate,HSGrad,ColGrad,IncomeHH
Whitman,WA,39879,18.9,-2.1,3.0,4.8,4.4,1.5,5.5,10.2,91.0,42.6,33952
Yakima,WA,223886,51.8,0.6,35.9,8.7,5.6,1.0,1.0,19.4,66.1,13.7,30822
Barbour,WV,15514,45.6,-0.3,0.5,5.3,8.2,0.5,0.3,9.8,59.8,10.1,23259
Berkeley,WV,79202,236.5,4.3,1.5,6.6,6.6,4.7,0.5,14.0,68.4,11.9,35715
Boone,WV,25427,50.8,-0.4,0.5,6.3,7.5,0.7,0.1,13.6,54.1,6.4,26808
Braxton,WV,14747,28.7,0.3,0.4,5.3,8.2,0.7,0.1,11.9,56.8,8.1,23427
Brooke,WV,25117,285.9,-1.3,0.4,5.0,9.6,0.8,0.3,9.7,71.6,12.2,32466
Cabell,WV,95682,343.2,-1.1,0.7,5.4,8.4,4.3,0.8,11.6,71.9,18.9,29404
Calhoun,WV,7392,27.0,-2.5,0.6,5.1,9.0,0.1,0.1,10.0,56.3,6.8,22282
Clay,WV,10324,30.2,-0.1,0.4,6.1,8.0,0.1,,10.6,49.4,6.2,21172
Doddridge,WV,7745,23.1,4.6,0.6,5.9,8.4,0.3,0.1,10.3,64.6,10.3,26265
Fayette,WV,47089,71.7,-1.0,0.7,5.6,8.6,5.6,0.3,11.8,57.1,8.8,23578
Gilmer,WV,7120,21.1,-0.6,0.7,4.9,8.2,0.9,0.6,10.7,56.6,14.2,22686
Grant,WV,11340,23.7,0.4,0.5,6.3,8.2,0.7,0.1,11.8,60.2,8.6,27808
Greenbrier,WV,34479,33.7,0.1,0.7,5.5,9.5,3.0,0.2,10.9,63.0,11.5,26800
Hampshire,WV,20798,31.5,2.9,0.6,6.1,8.4,0.8,0.2,12.1,61.8,9.0,27976
Hancock,WV,32258,393.6,-1.3,0.7,5.3,9.9,2.3,0.3,9.3,72.5,8.9,32037
Hardy,WV,12740,21.7,0.6,0.7,6.0,8.5,1.9,0.1,11.2,55.3,7.3,29355
Harrison,WV,67989,165.0,-1.0,1.0,5.7,8.3,1.6,0.6,11.4,70.6,13.5,28989
Jackson,WV,28099,60.1,0.4,0.3,6.1,8.9,0.1,0.2,11.7,65.4,8.7,30739
Jefferson,WV,43545,200.9,3.2,1.7,6.3,6.3,6.1,0.6,11.4,68.2,16.2,39607
Kanawha,WV,197338,221.6,-1.4,0.6,5.7,8.7,7.0,0.8,12.3,72.4,17.6,32546
Lewis,WV,16897,44.3,-0.1,0.5,5.3,8.6,0.1,0.3,11.1,62.1,8.2,24837
Lincoln,WV,22316,50.6,0.9,0.5,6.0,7.7,0.1,0.1,13.8,49.1,4.7,22744
Logan,WV,36897,83.1,-2.2,0.5,5.7,8.4,2.6,0.3,11.6,53.4,6.3,24600
McDowell,WV,26568,51.1,-2.8,0.5,5.1,8.5,11.9,0.1,11.3,42.3,4.6,18592
Marion,WV,56373,182.6,-0.4,0.7,5.1,8.7,3.2,0.4,11.3,71.4,12.5,27987
Marshall,WV,35171,115.7,-1.0,0.6,5.3,8.8,0.4,0.3,10.5,70.9,9.7,29284
Mason,WV,26175,60.1,0.8,0.5,5.9,8.7,0.5,0.3,11.0,61.1,6.8,28695
Mercer,WV,62355,150.0,-1.0,0.5,5.8,9.0,5.8,0.5,12.9,63.1,11.6,26279
Mineral,WV,27059,82.6,-0.1,0.6,5.5,8.1,2.5,0.2,10.6,72.8,10.4,29672
Mingo,WV,27714,66.8,-1.9,0.5,5.8,7.2,2.3,0.2,13.5,50.4,6.6,24462
Monongalia,WV,81820,226.8,-0.1,1.0,4.9,5.6,3.4,2.5,10.2,75.4,28.1,32365
Monroe,WV,14610,30.8,0.2,0.5,5.0,8.4,6.0,0.2,10.3,62.1,8.0,26592
Morgan,WV,15275,65.3,2.2,0.8,6.1,9.8,0.6,0.1,11.6,64.8,11.8,30915
Nicholas,WV,26420,40.9,-0.5,0.5,5.4,8.3,0.1,0.2,9.3,61.2,8.0,25872
Ohio,WV,46750,447.4,-1.4,0.5,5.2,9.3,3.6,0.8,11.0,75.1,18.4,31941
Pendleton,WV,8070,11.7,-1.5,0.9,5.4,9.5,2.1,0.2,10.2,60.6,8.2,27366
Pleasants,WV,7589,57.4,1.0,0.4,5.9,7.9,0.5,0.2,9.6,68.7,8.5,29723
Pocahontas,WV,8996,9.7,-1.5,0.4,5.0,9.3,0.8,0.1,9.4,60.6,9.7,24035
Preston,WV,29443,45.3,0.4,0.6,5.6,8.1,0.3,0.1,10.0,62.7,8.3,26097
Putnam,WV,51680,149.1,0.2,0.5,6.5,6.7,0.6,0.6,11.7,73.8,13.3,40649
Raleigh,WV,78548,130.5,-0.8,0.9,5.5,8.3,8.5,0.7,11.3,63.2,10.7,27864
Randolph,WV,28231,27.2,-0.1,0.7,5.2,7.6,1.1,0.4,10.9,65.9,11.9,25577
Ritchie,WV,10291,22.8,-0.5,0.5,5.5,8.0,0.1,0.1,9.3,61.5,6.0,25126
Roane,WV,15364,31.9,-0.5,0.7,5.7,8.1,0.2,0.2,10.0,57.2,6.6,23846
Summers,WV,12796,36.0,-1.6,0.5,4.6,11.0,2.2,0.1,9.6,58.0,8.5,21664
Taylor,WV,16017,93.0,-0.4,0.6,5.4,8.3,0.8,0.2,11.0,66.0,8.1,25195
Tucker,WV,7214,17.5,-1.5,0.2,4.8,9.5,0.1,,8.0,64.0,8.6,25359
Tyler,WV,9460,37.2,-1.4,0.4,5.2,9.2,,0.1,9.3,68.7,9.0,28958
Upshur,WV,23374,65.9,-0.1,0.6,5.3,7.6,0.6,0.3,10.9,64.3,12.0,27150
Wayne,WV,42665,84.8,-0.6,0.5,5.8,8.6,0.1,0.2,11.1,63.1,9.0,28560
Webster,WV,9642,17.5,-0.8,0.4,5.1,8.2,,0.1,8.8,46.5,5.6,19533
Wetzel,WV,17395,49.3,-1.7,0.4,5.7,9.0,0.1,0.3,11.3,70.1,10.4,29719
Wirt,WV,5935,25.2,1.1,0.3,5.6,7.3,0.3,0.1,11.3,66.2,8.0,26155
Wood,WV,87541,239.7,-0.5,0.6,5.8,8.1,1.0,0.5,11.7,73.2,13.5,33410
Wyoming,WV,25320,51.3,-1.5,0.5,5.7,8.4,0.6,0.1,11.6,53.0,6.2,23994
Adams,WI,19164,28.8,2.8,1.4,4.8,13.0,0.3,0.3,8.6,67.0,7.4,30299
Ashland,WI,16881,16.2,0.1,1.1,6.3,7.3,0.2,0.3,12.2,75.3,12.8,29185
Barron,WI,45365,52.1,0.9,1.0,5.7,8.1,0.1,0.3,10.6,73.0,11.7,32040
Bayfield,WI,15114,10.2,0.7,0.6,5.3,8.9,0.1,0.3,10.1,78.5,18.3,30043
Brown,WI,229212,428.7,1.1,3.8,6.9,5.4,1.2,2.2,14.2,82.6,17.7,46319
Buffalo,WI,13814,20.2,0.1,0.6,5.8,8.9,0.1,0.3,10.1,72.6,10.8,32665
Burnett,WI,15966,19.1,1.9,0.8,4.9,12.0,0.4,0.2,9.2,72.3,8.9,29356
Calumet,WI,41506,127.0,2.2,1.1,7.0,5.7,0.3,1.5,11.9,79.7,12.9,48827
Chippewa,WI,55960,54.6,1.4,0.5,6.3,7.4,0.2,0.9,11.8,74.9,10.8,36052
Clark,WI,33849,27.6,0.9,1.2,7.6,7.6,0.1,0.3,14.3,67.5,8.6,30875
Columbia,WI,53365,67.8,1.7,1.6,6.1,7.2,0.9,0.3,12.6,78.3,12.9,39936
Crawford,WI,17062,30.1,-1.0,0.7,5.9,8.1,1.4,0.3,11.0,72.4,10.8,29849
Dane,WI,432654,354.8,1.4,3.4,6.1,4.7,4.0,3.5,11.9,88.9,34.2,47607
Dodge,WI,86447,97.4,0.6,2.5,5.9,6.8,2.5,0.3,11.2,72.3,10.2,42443
Door,WI,28339,57.9,1.4,1.0,4.6,9.9,0.2,0.3,8.1,79.6,16.4,36611
Douglas,WI,43468,33.1,0.4,0.7,5.9,7.0,0.6,0.6,12.4,77.2,14.8,31510
Dunn,WI,40352,46.8,1.2,0.8,5.7,5.6,0.3,2.1,12.1,77.7,19.4,35947
Eau Claire,WI,93278,146.0,0.1,0.9,6.0,5.9,0.5,2.5,12.4,82.8,20.9,37404
Florence,WI,5088,10.4,0.0,0.5,4.5,9.4,0.2,0.3,9.2,75.2,8.9,31303
Fond du Lac,WI,97781,134.6,0.5,2.0,6.0,7.0,0.9,0.9,11.8,77.5,13.3,42700
Forest,WI,10020,9.9,,1.1,5.7,11.0,1.2,0.2,12.3,64.1,7.6,27400
Grant,WI,49270,43.2,-0.7,0.6,5.2,7.6,0.5,0.5,10.8,77.9,14.7,33757
Green,WI,34022,57.6,1.1,1.0,6.4,7.0,0.3,0.3,11.2,76.8,12.0,38771
Green Lake,WI,19260,54.0,0.8,2.1,5.6,9.3,0.2,0.3,11.2,74.6,11.4,36015
Iowa,WI,23073,29.9,1.3,0.3,6.4,6.9,0.2,0.3,11.7,80.6,13.3,37079
Iron,WI,6806,9.1,-0.8,0.7,4.0,12.0,0.1,0.1,9.8,74.7,10.5,26438
Jackson,WI,19224,19.4,0.6,1.9,5.6,7.5,2.3,0.2,12.0,68.8,8.8,31374
Jefferson,WI,74588,132.9,0.8,4.1,6.3,6.4,0.3,0.4,12.5,77.0,15.1,42567
Juneau,WI,24577,31.7,1.1,1.4,5.9,8.8,0.3,0.4,11.4,70.6,8.6,31461
Kenosha,WI,152524,547.9,2.0,7.2,6.9,5.9,5.1,0.9,15.2,75.1,12.7,42529
Kewaunee,WI,20310,58.9,0.6,0.8,5.9,7.1,0.2,0.1,11.6,73.5,8.2,37356
La Crosse,WI,107705,236.5,0.5,0.9,5.9,6.2,0.9,3.2,13.0,82.6,21.1,38523
Lafayette,WI,16155,25.5,0.1,0.6,5.9,8.3,0.1,0.2,9.8,77.0,10.1,32886
Langlade,WI,20744,23.8,,0.8,5.4,9.4,0.1,0.3,11.1,71.5,8.8,30671
Lincoln,WI,29873,33.6,0.8,0.8,5.7,8.2,0.4,0.4,11.1,71.1,10.8,36694
Manitowoc,WI,82618,140.0,-0.3,1.6,5.8,7.7,0.3,2.0,11.0,75.4,12.1,40097
Marathon,WI,126031,81.4,0.2,0.8,6.4,6.4,0.3,4.5,12.9,75.9,13.5,42120
Marinette,WI,43417,30.9,0.1,0.7,5.1,8.7,0.2,0.3,9.6,73.6,10.1,33457
Marquette,WI,15900,34.8,0.4,2.7,4.8,11.0,3.4,0.3,12.0,69.7,8.8,29958
Menominee,WI,4621,12.7,1.3,2.7,9.5,6.0,0.1,0.0,19.1,62.7,3.7,21412
Milwaukee,WI,932012,3885.0,-0.9,8.8,7.1,6.4,24.6,2.6,15.6,76.3,19.3,37229
Monroe,WI,41258,45.4,0.9,1.8,6.7,6.9,0.5,0.5,13.0,75.7,10.8,34392
Oconto,WI,36320,35.7,1.9,0.7,5.7,8.0,0.1,0.2,10.4,69.4,8.5,33910
Oneida,WI,37045,32.7,0.7,0.7,4.7,11.0,0.3,0.3,9.7,77.6,14.9,34713
Outagamie,WI,164115,251.5,2.0,2.0,6.9,5.5,0.5,2.2,13.1,81.5,16.7,47845
Ozaukee,WI,83555,354.8,1.5,1.3,6.2,6.9,0.9,1.1,10.7,86.9,29.7,62427
Pepin,WI,7330,31.1,1.6,0.3,5.9,7.8,0.1,0.2,12.3,71.0,9.6,32663
Pierce,WI,37290,63.9,1.3,0.8,5.7,4.8,0.2,0.4,10.0,81.1,17.8,43666
Polk,WI,42285,45.1,2.3,0.8,5.9,7.5,0.2,0.3,10.8,78.0,11.4,36282
Portage,WI,66921,83.4,-0.4,1.4,5.9,5.6,0.3,2.2,11.7,79.7,19.1,41782
Price,WI,15602,12.6,-1.4,0.7,4.9,9.2,0.1,0.3,9.5,73.3,10.6,33942
Racine,WI,189613,567.1,0.4,7.9,7.0,6.4,10.5,0.7,13.9,76.4,16.5,44675
Richland,WI,18133,30.6,1.2,0.9,5.6,8.4,0.2,0.2,10.7,73.7,10.8,31988
Rock,WI,153324,211.5,0.7,3.9,6.7,6.7,4.6,0.8,13.3,78.2,13.3,41802
Rusk,WI,15331,16.8,-0.1,0.8,5.4,9.1,0.5,0.3,10.6,70.3,10.9,27772
St. Croix,WI,66319,87.5,5.0,0.8,7.0,5.0,0.3,0.6,13.4,84.4,20.3,51680
Sauk,WI,55904,65.9,1.2,1.7,6.5,7.0,0.3,0.3,13.1,74.7,12.9,37657
Sawyer,WI,16433,12.9,1.5,0.9,5.5,10.0,0.3,0.3,10.9,73.7,12.9,27130
Shawano,WI,40925,45.5,0.6,1.0,6.1,8.4,0.2,0.3,11.4,69.5,9.4,33849
Sheboygan,WI,113109,219.2,0.4,3.4,6.4,6.7,1.1,3.3,12.3,77.4,13.8,44323
Taylor,WI,19637,20.2,-0.2,0.6,5.8,7.3,0.1,0.2,10.3,68.8,9.2,33844
Trempealeau,WI,27062,36.8,0.2,0.9,6.2,7.5,0.1,0.1,12.4,71.7,10.1,31799
Vernon,WI,28260,35.3,0.7,0.7,6.5,8.2,0.1,0.2,12.7,69.2,11.2,29853
Vilas,WI,21535,24.1,2.4,0.9,4.3,13.0,0.2,0.2,8.2,76.1,13.7,29422
Walworth,WI,95605,168.9,2.0,6.5,5.9,6.4,0.8,0.7,12.1,79.0,17.5,41584
Washburn,WI,16373,19.8,2.1,0.9,5.1,9.7,0.2,0.2,9.4,74.9,12.8,28933
Washington,WI,119829,272.6,2.0,1.3,6.8,5.9,0.4,0.6,12.6,81.3,15.9,53937
Waukesha,WI,367065,648.9,1.7,2.6,6.4,6.5,0.7,1.5,11.9,88.0,27.1,61562
Waupaca,WI,52198,68.9,0.9,1.4,6.0,7.8,0.2,0.3,11.4,72.1,11.0,36842
Waushara,WI,23497,37.0,1.5,3.7,5.0,11.0,0.3,0.3,11.0,70.0,10.0,30836
Winnebago,WI,157312,357.1,0.4,2.0,6.0,6.3,1.1,1.8,12.2,80.6,18.2,43937
Wood,WI,75306,95.3,-0.3,0.9,6.1,7.3,0.3,1.6,12.2,78.3,13.5,41762
Albany,WY,31313,7.5,-2.2,7.5,5.1,4.4,1.1,1.7,13.0,89.3,38.5,32374
Big Horn,WY,11255,3.7,-1.8,6.2,6.8,8.4,0.1,0.2,13.4,77.1,15.0,31792
Campbell,WY,34853,7.0,3.4,3.5,7.4,3.2,0.2,0.3,14.6,86.5,15.7,49042
Carbon,WY,15505,2.0,-0.9,13.8,5.7,6.8,0.7,0.7,10.0,81.7,14.2,36124
Converse,WY,12186,2.8,1.1,5.5,6.4,6.5,0.1,0.3,12.7,83.4,12.7,37978
